A_AA,A_AC,A_AG,A_AT,A_CA,A_CC,A_CG,A_CT,A_GA,A_GC,A_GG,A_GT,A_TA,A_TC,A_TG,A_TT,C_AA,C_AC,C_AG,C_AT,C_CA,C_CC,C_CG,C_CT,C_GA,C_GC,C_GG,C_GT,C_TA,C_TC,C_TG,C_TT,G_AA,G_AC,G_AG,G_AT,G_CA,G_CC,G_CG,G_CT,G_GA,G_GC,G_GG,G_GT,G_TA,G_TC,G_TG,G_TT,T_AA,T_AC,T_AG,T_AT,T_CA,T_CC,T_CG,T_CT,T_GA,T_GC,T_GG,T_GT,T_TA,T_TC,T_TG,T_TT,k-tsallis12.3,k-tsallis22.3,k-tsallis32.3,k-tsallis42.3,k-tsallis52.3
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,5,2,2,0,1,4,1,1,2,0,0,0,0,0,0,1,1,1,2,0,2,2,0,1,1,1,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0.5667742541055294,0.7152672159340491,0.7533377347676808,0.7593065616271564,0.7632627176202084
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,7,1,1,0,4,4,1,0,2,0,0,0,0,0,0,1,1,1,2,0,1,2,0,1,1,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0.546367376296287,0.7038844384017586,0.7465147711192425,0.7575326836101959,0.7619108825222748
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,0,1,0,1,4,2,0,3,1,0,0,0,0,0,1,1,1,2,0,2,2,0,1,0,1,1,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0.5774434502148587,0.720620510024448,0.7547694654561765,0.7600939198233916,0.7632627176202084
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,1,4,1,0,3,1,2,0,1,0,0,1,1,1,2,1,1,1,0,1,0,1,1,0,0,0,0,0,2,3,0,0,2,0,2,0,1,0,0,0.596442693155964,0.7298898854119179,0.7578229844645767,0.7609808588318718,0.7628471454684355
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,3,0,1,0,1,5,1,0,3,0,1,0,1,0,0,1,1,2,2,1,1,1,0,1,0,2,0,0,0,0,0,0,2,2,0,0,2,0,2,0,0,0,0,0.5978614693182648,0.7301016508269269,0.7569817248360018,0.7605871797337542,0.7628471454684355
0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,3,1,0,0,1,2,0,0,1,0,0,4,1,2,0,4,2,0,1,0,3,0,0,0,0,1,0,0,1,0,1,2,2,0,0,0,1,0,0.6010563285391125,0.7213262638669482,0.7535548021000695,0.7594061424394013,0.7611848568613437
0,0,0,0,0,1,0,0,1,2,1,0,0,0,1,0,0,0,0,3,1,2,2,1,0,0,5,0,0,0,1,2,1,0,0,0,1,2,1,1,0,3,1,0,1,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0.6095504778883627,0.7239334060555747,0.7526865538908057,0.7598330217634102,0.7617550326371471
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,6,1,1,0,2,4,1,0,2,0,2,0,0,0,0,1,1,1,2,0,1,2,0,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,1,0,1,0,0,0.5675400253343367,0.7151754046992428,0.7531813983725375,0.7600939198233916,0.7632627176202084
0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,4,0,1,0,2,3,1,1,2,0,2,0,0,0,0,1,1,1,2,0,1,2,0,1,0,1,1,0,0,0,0,0,2,3,0,0,2,0,1,0,1,0,0,0.5894758368823027,0.7239940649992557,0.7546468502972985,0.7609808588318718,0.7632627176202084
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2,1,0,1,4,3,0,2,0,1,0,1,0,0,1,1,1,2,1,1,1,0,1,2,1,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0.5774434502148587,0.7209239839581743,0.7536617294172332,0.7601935006356365,0.7632627176202084
0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,3,0,0,0,1,3,0,1,0,1,0,3,1,2,0,3,3,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,3,2,0,0,2,0,0.600398201598998,0.7192698669516974,0.753025061977394,0.7594061424394013,0.7620160011648895
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0,3,4,2,0,2,1,0,0,0,0,0,1,2,1,2,0,2,2,0,1,0,1,1,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0.5590736427989869,0.7105727260997005,0.7489440978314564,0.7584196226186761,0.7628471454684355
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0,2,4,1,0,1,1,2,0,0,0,0,1,1,1,2,0,2,2,0,1,0,1,1,0,0,0,0,0,1,3,0,0,3,0,0,0,1,0,0,0.5740348682655956,0.7160660975407889,0.7530869461990268,0.759600659913029,0.7632627176202084
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,5,0,1,0,1,4,1,0,2,1,1,0,0,0,0,1,1,1,2,0,2,2,0,1,0,1,1,0,0,0,0,0,1,3,0,0,3,0,1,0,0,0,0,0.5866105937502765,0.7246501183145184,0.756140465207427,0.7604875989215092,0.7632627176202084
0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,1,0,1,3,2,1,1,0,2,0,2,0,0,0,1,1,1,1,0,1,0,1,0,1,2,0,0,0,0,1,2,2,0,0,2,0,1,0,1,1,0,0.6120558757065977,0.7324175118089173,0.757728532291066,0.7622614769384697,0.7632627176202084
0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,2,0,1,4,1,0,4,1,1,0,1,0,0,1,1,0,2,1,1,1,0,1,0,1,1,0,0,0,1,1,2,2,0,0,2,0,1,0,0,0,0,0.5951936281827179,0.7298630969747375,0.7585697919196408,0.7613745379299894,0.7632627176202084
0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,3,1,1,0,1,2,0,1,0,1,0,6,2,2,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,2,3,1,0,0,1,0,0.6010563285391125,0.7218510680605369,0.7521962774924721,0.7599290945511593,0.7628471454684355
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,4,1,0,1,1,1,0,0,0,1,0,6,2,2,0,3,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,1,0,0.5738413870400318,0.7076617573836618,0.7460457619338122,0.7578611182483261,0.7624315733166626
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,3,4,1,0,2,0,3,0,0,0,0,1,1,1,2,0,1,2,0,1,0,1,1,0,0,0,0,0,3,3,0,0,2,0,0,0,1,0,0,0.5769001113976218,0.7173780634764427,0.7490820275468266,0.7576322644224408,0.7620160011648895
1,3,1,2,4,3,2,2,1,1,3,3,1,2,1,1,1,6,1,1,3,3,1,1,3,2,7,6,0,2,1,3,2,2,3,1,3,3,7,0,1,2,1,0,3,4,2,3,2,2,2,0,3,2,3,0,2,2,1,2,0,1,0,1,0.6367144630521508,0.7427494349377965,0.7624511556358206,0.7667184813936317,0.7676750657368674
2,2,1,2,2,1,1,1,2,1,1,2,1,2,4,2,3,3,2,1,0,2,6,1,2,2,4,1,0,4,1,4,0,3,2,4,2,2,4,2,3,2,2,1,2,3,1,2,1,1,1,0,3,3,4,2,5,4,1,2,0,1,0,0,0.6392517662974014,0.744478313168799,0.7632195929789019,0.7665774474846161,0.7673846627647695
0,1,2,1,2,0,0,2,3,2,1,0,1,2,3,0,2,1,0,3,1,3,2,3,0,2,2,4,0,5,1,3,3,0,4,2,0,1,3,3,2,3,3,0,1,4,1,2,0,0,2,0,3,2,5,2,2,3,1,4,1,3,2,2,0.6366777647651396,0.7430812372133924,0.7631738201317815,0.7664244932784063,0.7671154349457634
4,1,4,3,5,0,0,1,2,2,6,3,7,4,4,4,1,0,4,3,1,1,0,1,1,0,0,0,5,0,2,1,3,2,0,5,0,1,0,4,1,2,2,2,5,0,7,7,5,2,3,11,1,1,0,4,6,2,2,9,5,2,5,8,0.6152423167506025,0.7374667786948385,0.7621223911782009,0.7670079484465833,0.7679537350653666
4,1,3,3,3,0,0,2,3,2,5,5,8,3,5,4,1,0,2,4,0,1,0,0,3,0,0,1,3,0,1,4,6,1,5,4,1,0,1,4,2,2,4,1,4,1,7,4,1,2,5,9,4,3,0,2,4,4,3,7,4,1,5,4,0.6233253848908539,0.7400697127070492,0.7624917321838345,0.7669479038857716,0.7679036659064156
5,2,4,4,2,1,2,2,1,2,6,4,4,0,6,8,1,0,1,4,1,0,0,2,1,0,0,1,3,1,0,6,6,0,0,6,2,0,0,3,1,2,5,2,6,0,5,2,7,4,3,6,3,1,1,1,4,3,2,6,5,5,6,8,0.6165695945700516,0.7376056487246608,0.761895357147225,0.7667859658792026,0.7679503126190258
3,1,5,5,6,1,2,3,0,0,3,2,4,1,0,6,1,1,3,5,1,0,1,0,2,1,1,0,1,3,1,5,1,1,2,0,0,0,2,2,3,2,3,1,5,1,0,3,5,7,0,2,3,1,0,4,1,3,1,2,5,3,1,8,0.6264792261663183,0.7380346901153432,0.7613730405650325,0.7664155503007543,0.7676116512119188
4,2,5,2,2,1,2,0,3,0,1,5,4,1,5,8,3,2,1,3,1,1,1,1,0,0,1,1,0,0,0,3,2,2,4,2,0,0,0,2,2,1,1,3,6,1,0,2,4,3,2,3,2,1,0,5,2,2,1,4,9,2,3,1,0.6210133152886899,0.7383548768682658,0.762064137805008,0.7666134743005619,0.7676038504900665
0,0,0,2,0,2,1,1,0,0,0,0,5,0,3,4,1,1,0,2,2,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,4,0,1,3,1,1,0,0,0,2,0,2,2,0,0,6,0.5894498761015347,0.718899513013992,0.7490457462684255,0.7598075681529788,0.7637603577713465
13,10,13,11,6,4,5,10,3,9,2,8,16,7,6,12,6,7,2,12,6,7,3,8,4,0,2,2,14,7,0,13,3,4,3,7,6,2,0,3,3,2,2,4,7,5,3,8,19,7,5,12,9,8,2,13,7,6,2,6,12,7,12,19,0.6236523552043253,0.7413189298984199,0.763681459352283,0.7678173317818628,0.768648399197909
11,1,3,3,3,1,0,3,1,1,0,6,7,2,4,6,4,0,2,6,1,1,1,1,0,1,0,2,4,2,2,4,0,4,2,1,2,1,0,2,1,1,0,2,2,1,1,4,3,5,0,7,4,4,0,7,2,1,1,4,7,4,7,10,0.6104138559571418,0.7365860619223366,0.7617315496424497,0.7668797213846291,0.7680228880368667
4,4,0,4,3,2,1,0,2,0,0,2,1,2,1,3,1,1,0,1,2,3,1,2,1,0,0,0,2,2,1,5,2,0,1,1,1,0,2,0,1,0,0,2,0,0,0,3,4,2,2,1,1,3,0,1,1,1,0,3,2,2,3,4,0.6229397512967955,0.7362060806008015,0.7602045503848478,0.7655910188095731,0.7664851858969405
7,4,1,2,1,1,4,2,3,1,1,4,3,2,1,2,3,0,0,1,0,1,1,3,0,1,1,1,2,2,2,5,2,3,2,3,0,1,1,1,0,1,2,2,4,1,1,1,6,2,1,2,2,2,3,0,3,0,0,4,2,1,3,2,0.6324959406613593,0.7398740301227806,0.7616689827696793,0.7665068137629879,0.7674368172616982
15,6,2,15,6,3,2,5,4,1,2,2,14,4,8,14,5,0,2,10,1,3,0,3,1,1,1,1,5,6,3,6,5,1,1,3,4,2,0,3,4,3,2,0,6,1,1,3,16,7,6,9,5,3,3,5,5,5,2,5,6,2,4,10,0.6123857209289757,0.7354731839434729,0.7609704349612842,0.7668778931554661,0.7682855178055955
0,0,0,5,2,0,1,0,1,1,2,5,3,1,3,5,2,0,2,1,0,3,0,2,0,0,1,1,1,1,0,7,2,0,3,4,0,0,1,2,1,6,0,2,3,1,1,4,4,1,1,5,3,2,3,2,0,2,4,2,8,4,5,12,0.6124333917853817,0.7315955683056652,0.758565554074782,0.7657395161004488,0.7673733855945593
4,3,1,5,0,0,2,0,3,1,1,5,4,2,2,2,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,4,1,1,2,3,1,0,2,0,2,0,1,2,0,1,1,3,6,1,3,4,4,0,0,1,0,1,0,3,9,0,2,14,0.5954997289524394,0.726883190721774,0.7571872654555633,0.7640064898107514,0.7663278325462679
4,0,2,1,2,1,1,3,1,3,0,1,3,1,3,2,1,1,1,2,1,1,0,3,1,0,0,1,1,1,1,6,2,2,1,2,0,1,0,0,0,3,0,0,0,1,2,2,3,1,1,4,1,0,3,2,3,1,1,2,5,2,1,5,0.627186961828247,0.7398530416983643,0.7621146940397997,0.7663704893643513,0.7670725117626721
2,2,1,4,2,0,0,2,2,2,1,1,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,2,4,1,0,1,2,1,0,0,0,0,0,1,0,1,2,0,3,2,2,3,1,0,1,1,3,2,0,0,1,3,1,2,4,0.6139707731272505,0.7361408484445845,0.7608838193530557,0.7641632745127863,0.765469463960014
2,2,2,2,2,0,1,3,0,0,1,1,5,2,1,5,1,0,1,1,1,0,0,1,0,1,0,2,1,0,0,2,1,1,3,0,1,0,0,1,2,1,1,0,3,0,1,1,4,2,4,3,0,0,0,0,1,0,1,5,5,1,0,5,0.609300102851898,0.7321687021079398,0.7582436820786546,0.7650017901788188,0.7666036965647878
3,1,1,2,2,0,1,1,2,0,1,0,2,0,1,2,1,1,0,0,1,0,1,1,1,0,0,0,2,0,0,1,0,2,0,1,0,0,0,1,0,3,1,1,0,0,2,1,4,0,0,4,0,0,1,0,1,0,2,0,1,1,2,4,0.6265176424801491,0.7376091287736125,0.7584450982177539,0.7630017770123773,0.7645622320047334
3,1,2,2,1,0,1,0,2,0,0,0,0,3,0,2,1,0,0,1,0,0,0,2,0,0,0,3,1,1,1,4,1,0,0,0,1,1,2,1,0,1,0,0,1,0,1,0,0,2,1,3,2,2,0,1,2,1,0,0,3,2,1,2,0.6236301504123571,0.7418478430842114,0.7606901320753613,0.7640723115132889,0.7649550094830324
6,4,3,6,7,0,3,0,3,3,3,1,7,3,2,7,5,3,0,6,2,0,0,1,0,0,2,0,2,1,0,3,2,2,2,3,3,1,0,2,2,0,2,0,2,0,3,2,10,0,2,4,1,1,1,4,2,4,2,2,3,4,1,2,0.6188747474747636,0.7369650185168579,0.7614527896356108,0.7665066425670822,0.7677535725428848
3,2,1,11,5,1,2,3,6,3,2,0,5,6,5,3,4,1,2,5,0,1,1,0,2,3,1,2,2,3,3,6,4,0,2,3,3,0,0,0,0,3,0,0,3,1,2,7,8,2,3,6,5,3,2,9,2,2,0,4,5,4,4,7,0.6242972866053336,0.739450230195952,0.762127831242121,0.7668792370467005,0.7680130670868942
1,1,0,4,1,0,2,5,0,0,0,1,3,3,0,7,2,1,0,1,0,0,0,3,0,0,0,1,3,4,4,4,0,0,2,3,1,0,0,3,0,1,0,1,1,1,0,0,4,2,1,6,1,0,1,5,5,1,1,3,6,8,2,14,0.5803039832330396,0.723952111519422,0.755056873563016,0.7636686511816018,0.7665230132340015
2,1,0,4,1,1,1,2,3,0,1,2,0,4,1,1,1,0,0,1,1,0,1,2,2,2,3,1,1,4,1,3,1,0,2,1,3,1,0,2,0,0,0,1,2,1,2,2,2,2,3,3,1,3,2,2,1,2,0,0,1,2,1,4,0.6344977510186888,0.743304000417091,0.7620413632264929,0.7658984064563172,0.766745792690599
4,2,3,4,5,0,1,1,2,1,1,0,2,1,1,2,2,1,1,2,0,0,0,0,1,0,0,1,3,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,3,0,1,1,2,1,1,2,2,0,0,2,0,2,0,2,4,2,0,4,0.6078984876685901,0.733435091687336,0.7583990442156424,0.7651244722230253,0.7664701978725772
1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,5,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,2,1,1,2,5,0,0,1,1,1,1,0,3,4,2,1,5,0.5457432818040865,0.6982538864974268,0.7467931041557682,0.7606896676517727,0.7639099990900523
0,0,2,1,0,0,0,0,0,1,0,0,1,0,1,4,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,1,0,1,1,1,0,1,0,4,2,1,1,1,0,0,1,1,1,1,3,3,3,2,2,2,0.590455720096541,0.7188264693713295,0.753696972947363,0.762455903706467,0.7642266349425084
5,1,5,1,0,0,0,1,5,3,0,1,0,1,1,7,0,0,2,1,0,0,2,0,0,0,0,0,3,0,0,2,4,0,2,2,0,0,0,2,2,1,1,2,2,2,0,0,3,0,0,4,2,0,2,1,0,1,1,2,4,1,2,8,0.6114560081078069,0.7290800516622095,0.7564004206712671,0.7636211854282187,0.7661700946107213
0,0,0,2,1,0,1,1,0,0,2,1,0,1,1,1,0,0,0,1,2,0,0,3,1,0,1,0,0,2,2,0,0,0,2,0,1,0,1,0,0,3,0,1,2,1,0,1,0,1,1,3,1,0,0,0,1,2,0,0,0,1,1,3,0.633875210093271,0.7375775342006127,0.7586298735632503,0.7625250941949525,0.7640549555240331
5,5,1,10,5,1,3,2,2,2,3,3,12,6,4,9,5,3,0,5,0,0,2,2,3,0,0,1,2,2,1,4,3,4,2,2,2,1,0,2,2,0,0,1,2,0,0,3,13,3,4,8,2,1,0,7,3,0,2,2,13,2,2,12,0.5997819337213078,0.7311249738817742,0.760015664487778,0.7663969979120101,0.767944089780604
10,3,0,9,9,4,6,7,8,2,3,5,12,1,7,4,3,5,3,10,0,2,3,3,0,8,3,3,5,5,3,9,5,2,1,5,7,1,4,3,3,1,2,3,3,3,3,6,7,10,5,13,6,6,2,1,4,3,1,3,9,8,6,8,0.6325323154392307,0.7433717105416358,0.7636347257550289,0.7673686518275739,0.7684065972176233
5,8,8,5,4,3,2,0,4,3,5,8,10,3,5,11,7,1,5,2,1,2,1,1,4,2,0,2,3,0,1,3,6,2,7,6,4,1,3,3,7,4,2,1,1,1,2,0,9,2,2,7,6,1,3,1,3,1,3,2,8,2,2,13,0.625062508289817,0.7405973406789236,0.7624287330725918,0.7670028743076208,0.7680954328144886
8,6,8,6,5,3,1,0,4,3,6,8,10,4,5,10,7,1,5,2,2,2,0,1,3,2,0,2,3,0,2,3,6,3,7,5,4,2,3,3,7,4,1,1,1,0,2,0,9,2,3,7,6,1,2,1,3,1,3,2,7,2,2,12,0.6227919810483765,0.7398472500912405,0.76244810435309,0.7672026728576277,0.7682068810352423
6,7,8,6,4,3,2,0,4,3,5,9,10,4,5,9,6,1,5,2,2,2,0,1,4,2,0,2,2,0,2,3,7,3,7,5,4,2,3,2,7,4,2,1,1,0,2,1,9,2,2,7,5,1,3,1,3,1,3,2,9,0,3,13,0.6240444528302856,0.7402338203752103,0.7624214965117779,0.767045273726064,0.7681121241613188
8,7,7,7,4,3,2,0,4,3,5,8,10,4,5,10,6,1,5,2,2,2,0,1,4,2,0,2,3,0,2,3,7,3,7,5,3,2,3,3,8,3,2,0,1,0,2,0,9,2,2,7,6,1,3,1,3,1,3,2,7,2,2,12,0.6227919810483765,0.7401434026181327,0.7624238504673817,0.7670925769548826,0.7681535284847846
7,8,8,7,5,3,2,0,4,3,5,9,12,4,5,8,7,1,5,2,2,2,0,1,4,2,0,2,3,0,2,2,7,3,7,5,4,2,3,3,7,3,2,1,1,0,1,1,12,1,2,6,4,1,3,1,3,2,2,2,6,1,4,9,0.6205878614583624,0.7396015934259543,0.7624421121153818,0.767121030418847,0.7681267926909383
4,5,8,4,5,2,2,0,4,3,3,8,9,4,6,7,6,0,4,2,0,2,0,1,4,2,0,2,3,0,2,2,6,2,8,5,4,1,3,3,6,3,3,2,2,0,2,1,8,2,4,5,3,1,2,2,3,1,4,4,6,3,1,14,0.6265383037191061,0.7410585378305313,0.7628282116995875,0.7670988146773629,0.7681227252004604
3,5,7,4,7,2,1,0,4,3,4,7,9,4,6,7,7,0,4,3,0,2,0,1,2,3,0,3,2,0,2,2,6,2,8,5,4,1,3,2,6,3,2,2,2,0,2,2,7,2,5,4,3,1,2,3,3,1,4,4,7,3,1,13,0.6275960277838869,0.7412756470202273,0.7628851049837185,0.7672356141536686,0.7681300983098369
4,5,9,4,5,2,2,0,4,3,3,9,9,4,6,5,5,0,4,3,0,2,0,1,4,2,0,2,3,0,2,2,7,2,7,5,4,1,3,3,6,3,4,2,2,0,2,2,8,2,4,4,2,1,2,3,3,1,4,4,7,3,2,10,0.627039028589302,0.7418155327040556,0.7632359650516938,0.7673513736275255,0.768220516453219
14,7,13,9,7,4,1,2,4,2,7,10,10,5,8,13,8,2,4,5,2,3,1,2,5,3,3,5,8,2,3,1,4,3,8,9,11,4,5,4,8,6,4,2,3,1,6,3,13,4,5,7,4,3,2,3,4,6,6,6,11,3,4,13,0.6313597371569365,0.7435670525707073,0.7639390620927482,0.7676804739574806,0.7685490883793545
8,5,5,6,4,3,1,1,3,1,5,6,10,5,3,12,4,1,4,6,2,2,0,1,3,1,0,2,6,2,3,1,2,2,6,4,2,3,4,4,5,2,2,1,1,0,1,1,13,3,3,7,4,1,1,5,4,2,1,2,8,5,1,13,0.6233720708386367,0.7405344133433631,0.7625384209452954,0.7669881630186542,0.7681460131785635
10,7,13,8,6,3,1,3,4,4,7,7,11,5,6,11,7,2,3,6,2,3,1,1,6,3,4,5,4,2,2,4,5,3,8,5,9,3,5,4,8,6,4,1,1,1,4,8,9,6,4,8,6,2,3,4,5,2,5,5,11,4,6,13,0.6325637771340029,0.7439106346883997,0.7637588933995234,0.7676680153412858,0.7685190280794585
9,5,4,7,5,3,2,0,3,2,0,4,7,1,3,3,1,5,0,2,3,5,1,3,0,1,0,2,3,1,1,10,3,1,2,1,3,1,0,0,0,0,0,0,1,2,2,7,6,3,1,7,1,5,3,3,3,0,3,5,8,3,1,6,0.6197250797023507,0.7367771972178573,0.7613807154876975,0.7667805306553511,0.7679194951493137
3,2,3,2,0,0,1,0,1,1,1,1,1,0,0,4,0,0,0,0,0,2,1,2,1,0,0,0,1,0,1,4,0,1,1,2,1,0,0,0,3,1,1,2,0,1,0,1,3,1,1,1,1,1,1,1,0,0,1,1,5,0,2,1,0.6282178254122813,0.7394257225571467,0.7590046299728397,0.7648430705075491,0.7657675521918759
4,2,2,5,4,0,2,0,1,3,0,1,3,5,4,7,1,1,0,1,2,0,2,0,1,0,0,2,1,1,0,6,4,1,1,5,3,0,0,0,2,2,2,2,1,1,3,4,5,2,0,10,2,0,3,1,6,1,3,4,5,0,7,6,0.6188207431229437,0.7342644710275701,0.760295781549499,0.7660338473037629,0.767494795832805
3,1,2,6,1,1,0,1,2,1,0,2,4,1,2,8,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,0,1,2,1,1,0,0,1,1,0,0,0,2,0,1,1,12,1,1,3,1,0,0,1,1,1,2,0,3,0,0,3,0.5858737705341999,0.7214190127123138,0.7535502448551105,0.761808409413167,0.7650450705388598
23,9,7,29,9,6,3,3,6,4,2,7,12,12,6,22,13,7,2,9,5,3,1,5,1,4,0,2,8,1,5,9,3,1,0,6,7,0,0,5,1,1,1,1,9,2,2,8,23,11,6,12,17,3,4,5,5,3,4,5,18,10,4,16,0.6059311321456006,0.7332766285365153,0.7608198820086985,0.7669940433949112,0.7684224564713386
1,2,5,4,4,2,0,2,2,2,1,1,4,2,1,4,1,2,1,2,2,2,2,2,0,0,2,1,5,3,3,4,0,0,1,6,1,0,0,1,1,2,1,3,1,1,2,4,1,5,1,4,4,3,1,5,1,1,1,5,7,4,2,9,0.6208896649595375,0.7384626206374154,0.7610779195094227,0.766499841164342,0.76767527469273
1,2,5,4,5,2,0,2,2,2,1,1,3,2,1,4,1,2,1,3,2,3,2,1,0,0,2,3,5,2,3,4,0,0,1,6,1,0,0,1,1,2,1,3,1,1,2,4,1,7,1,1,4,3,2,5,1,1,1,3,7,4,1,9,0.6252543136483498,0.7391622645739915,0.7612699157970816,0.7664940783255307,0.7676587529561765
9,6,0,12,4,3,2,1,1,2,1,1,10,2,7,11,7,0,1,2,3,0,0,3,2,0,0,1,0,1,1,7,3,0,0,3,0,0,1,2,0,1,0,1,4,0,1,4,14,5,1,8,2,1,1,4,4,1,0,5,7,5,4,10,0.5925259101983799,0.7258493675544765,0.7573684262579635,0.7655862173503735,0.7677426852715695
5,3,3,4,3,1,2,1,6,4,0,3,10,2,3,4,3,2,1,3,0,0,0,0,0,0,0,3,1,2,5,2,2,2,6,4,4,1,1,2,3,0,1,2,0,0,0,3,5,1,4,5,2,1,3,1,4,2,1,2,5,1,2,0,0.6229555433713507,0.7407017914698816,0.7621649942372073,0.7665843587092889,0.7677180552776621
12,0,3,8,2,3,1,5,1,2,0,0,4,4,8,16,6,3,2,3,6,7,2,3,2,2,1,5,3,2,3,9,6,3,4,6,3,6,1,3,3,3,4,2,1,2,2,2,2,4,1,5,4,3,5,5,9,5,8,4,5,10,5,11,0.633759597380085,0.742364210511675,0.7625298521134872,0.7669496352941112,0.768093129733288
11,0,3,9,3,3,1,6,1,2,1,0,3,4,8,16,6,5,3,4,6,4,0,3,1,1,0,4,3,4,5,7,5,2,4,7,3,5,1,3,3,4,3,2,2,2,2,2,4,3,1,3,5,4,5,4,9,4,8,7,6,9,4,10,0.6325071670079766,0.742970827356957,0.7629485589171888,0.7670945055113065,0.7681698825404284
11,1,3,9,2,3,2,5,1,2,0,1,3,5,9,15,6,6,2,3,8,5,1,3,2,1,1,3,1,2,3,9,5,2,4,6,3,5,1,3,4,4,3,1,3,1,2,2,4,4,1,4,4,3,3,5,8,2,8,7,7,10,4,10,0.6328234980638663,0.7426501142168297,0.7629059180472482,0.7671071070912825,0.7681050368569987
11,0,4,8,1,4,1,8,1,3,1,0,5,5,9,17,7,6,2,3,10,6,1,4,3,2,0,5,2,7,5,10,7,2,4,8,5,7,1,4,3,5,4,3,2,1,5,3,2,5,3,6,5,4,6,6,9,5,10,9,6,10,7,16,0.6329281928167544,0.7427502977474763,0.7630000147320075,0.7671945528990517,0.7682164122557501
13,2,4,9,3,5,2,7,0,3,2,1,6,4,8,17,8,6,2,3,11,5,1,3,3,1,0,5,2,7,5,9,7,4,4,7,4,6,1,4,4,4,3,3,1,1,4,3,3,4,4,5,5,4,5,5,8,5,9,9,7,10,6,15,0.6333101776799396,0.743058282199823,0.76319539223774,0.7673011023071284,0.7683090582480582
12,1,4,7,3,3,1,5,1,3,1,0,3,4,8,16,6,6,2,3,6,6,1,4,2,1,0,4,3,3,5,7,5,3,4,6,4,5,1,3,3,4,3,2,3,1,2,3,3,3,1,5,5,3,4,5,8,4,9,7,5,9,5,10,0.6341335015844215,0.7432181261745909,0.763186880892443,0.7671876502416667,0.7682213148844761
6,3,3,6,1,3,1,4,1,2,0,0,6,7,3,10,4,6,4,1,9,5,2,5,1,0,0,6,1,0,4,7,5,1,2,5,2,7,0,3,0,4,3,4,0,0,5,2,2,1,1,4,3,2,2,6,8,6,7,1,5,8,6,10,0.6348068024201474,0.7438444457241854,0.7626071951063439,0.7666779893278479,0.7675716874027229
9,0,4,6,2,2,1,4,2,2,1,2,5,2,9,12,5,4,3,2,4,4,1,1,1,3,1,2,0,2,2,7,7,2,3,6,4,3,2,2,3,3,4,1,2,1,2,3,3,3,2,3,4,2,4,2,7,2,6,8,5,6,3,7,0.6344992687940053,0.7433609038461717,0.7631928479826696,0.7672152853479504,0.7681503063086885
